HS 2012 Product Code,HS 2012 Product Description,HS 1996 Product Code,HS 1996 Product Description
520512,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),520512,"Single yarn, of uncombed fibres :-- Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number)"
520513,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),520513,"Single yarn, of uncombed fibres :-- Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number)"
520514,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),520514,"Single yarn, of uncombed fibres :-- Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)"
520515,Measuring less than 125 decitex (exceeding 80 metric number),520515,"Single yarn, of uncombed fibres :-- Measuring less than 125 decitex (exceeding 80 metric number)"
520521,Measuring 714.29 decitex or more (not exceeding 14 metric number),520521,"Single yarn, of combed fibres :-- Measuring 714.29 decitex or more (not exceeding 14 metric number)"
520522,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),520522,"Single yarn, of combed fibres :-- Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number)"
520523,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),520523,"Single yarn, of combed fibres :-- Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number)"
520524,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),520524,"Single yarn, of combed fibres :-- Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)"
520526,Measuring less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number),520526,"Single yarn, of combed fibres :-- Measuring less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number)"
520527,Measuring less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number),520527,"Single yarn, of combed fibres :-- Measuring less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number)"
520528,Measuring less than 83.33 decitex (exceeding 120 metric number),520528,"Single yarn, of combed fibres :-- Measuring less than 83.33 decitex (exceeding 120 metric number)"
520531,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),520531,"Multiple (folded) or cabled yarn, of uncombed fibres :-- Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn)"
520532,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),520532,"Multiple (folded) or cabled yarn, of uncombed fibres :-- Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per singl"
520533,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),520533,"Multiple (folded) or cabled yarn, of uncombed fibres :-- Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per singl"
520534,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),520534,"Multiple (folded) or cabled yarn, of uncombed fibres :-- Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single y"
520535,Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn),520535,"Multiple (folded) or cabled yarn, of uncombed fibres :-- Measuring per single yarn less than 125 decitex (exceeding 80 metric number per single yarn)"
520541,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),520541,"Multiple (folded) or cabled yarn, of combed fibres :-- Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn)"
520542,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),520542,"Multiple (folded) or cabled yarn, of combed fibres :-- Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single"
520543,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),520543,"Multiple (folded) or cabled yarn, of combed fibres :-- Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single"
520544,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),520544,"Multiple (folded) or cabled yarn, of combed fibres :-- Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yar"
520546,Measuring per single yarn less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number per single yarn),520546,"Multiple (folded) or cabled yarn, of combed fibres :-- Measuring per single yarn less than 125 decitex but not less than 106.38 decitex (exceeding 80 metric number but not exceeding 94 metric number per single yar"
520547,Measuring per single yarn less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number per single yarn),520547,"Multiple (folded) or cabled yarn, of combed fibres :-- Measuring per single yarn less than 106.38 decitex but not less than 83.33 decitex (exceeding 94 metric number but not exceeding 120 metric number per single"
520548,Measuring per single yarn less than 83.33 decitex (exceeding 120 metric number per single yarn),520548,"Multiple (folded) or cabled yarn, of combed fibres :-- Measuring per single yarn less than 83.33 decitex (exceeding 120 metric number per single yarn)"
520611,Measuring 714.29 decitex or more (not exceeding 14 metric number),520611,"Single yarn, of uncombed fibres :-- Measuring 714.29 decitex or more (not exceeding 14 metric number)"
520612,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),520612,"Single yarn, of uncombed fibres :-- Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not     exceeding 43 metric number)"
520613,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),520613,"Single yarn, of uncombed fibres :-- Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number)"
520614,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),520614,"Single yarn, of uncombed fibres :-- Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)"
520615,Measuring less than 125 decitex (exceeding 80 metric number),520615,"Single yarn, of uncombed fibres :-- Measuring less than 125 decitex (exceeding 80 metric number)"
520621,Measuring 714.29 decitex or more (not exceeding 14 metric number),520621,"Single yarn, of combed fibres :-- Measuring 714.29 decitex or more (not exceeding 14 metric number)"
520622,Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number),520622,"Single yarn, of combed fibres :-- Measuring less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number)"
520623,Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number),520623,"Single yarn, of combed fibres :-- Measuring less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number)"
520624,Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number),520624,"Single yarn, of combed fibres :-- Measuring less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number)"
520625,Measuring less than 125 decitex (exceeding 80 metric number),520625,"Single yarn, of combed fibres :-- Measuring less than 125 decitex (exceeding 80 metric number)"
520631,Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn),520631,"Multiple (folded) or cabled yarn, of uncombed fibres :-- Measuring per single yarn 714.29 decitex or more (not exceeding 14 metric number per single yarn)"
520632,Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per single yarn),520632,"Multiple (folded) or cabled yarn, of uncombed fibres :-- Measuring per single yarn less than 714.29 decitex but not less than 232.56 decitex (exceeding 14 metric number but not exceeding 43 metric number per singl"
520633,Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per single yarn),520633,"Multiple (folded) or cabled yarn, of uncombed fibres :-- Measuring per single yarn less than 232.56 decitex but not less than 192.31 decitex (exceeding 43 metric number but not exceeding 52 metric number per singl"
